iso3,date,obesity_prevalence,diabetes_treatment,polluting_cooking_fuels,hypertension_treatment,mean_years_schooling,expected_years_schooling,alcohol_consumption,life_expectancy
LCA,2012,25.9165635,39.9133505,4.2,49.85,8.4215,12.844,14.6589039845,72.882
LCA,2013,26.61569,39.497513999999995,3.9,50.3,8.4175,12.3445,14.347666753,72.735
LCA,2014,27.314396,39.0429985,3.85,50.7,8.4495,12.755,14.1624825885,72.864
LCA,2015,28.0191055,38.551711,3.8,50.95,8.4815,13.548,14.326000924,73.138
LCA,2016,28.731908,38.0263415,3.85,51.150000000000006,8.513,14.027,14.48156522,73.112
LCA,2017,29.4514005,37.481327500000006,3.9,51.3,8.545,13.653,14.7595029535,73.127
LCA,2018,30.175792,36.934176,3.95,51.45,8.5765,13.5535,15.3544687865,73.357
LCA,2019,30.910924,36.3874095,4.25,51.5,8.609,12.529,15.3544687865,73.445
LCA,2020,31.662455,35.8481675,4.3,34.85,8.6405,12.508500000000002,15.1751982195,73.416
LCA,2021,32.4318495,35.3245275,4.45,34.85,8.6405,12.5195,11.3269366655,71.111
LCA,2022,33.2199325,34.8115845,4.65,34.85,8.6405,12.53,11.3269366655,71.294
LSO,2000,10.38066245,20.772898,72.6,21.1,4.6036,9.4921,15.590265026,48.2382
LSO,2001,10.7678442,20.927772,70.45,22.05,4.7951999999999995,9.7043,15.590265026,46.6664
LSO,2002,11.1659836,21.0866865,68.5,23.05,4.9867,9.8863,15.428425749,45.4171
LSO,2003,11.57350865,21.2486735,66.6,24.15,5.1783,10.2785,15.2637734115,44.3562
LSO,2004,11.9872002,21.4129905,64.65,25.25,5.3698999999999995,10.4379,15.2677079595,43.5405
LSO,2005,12.4043045,21.5794655,63.05,26.4,5.572699999999999,10.5995,15.233623557,43.146
LSO,2006,12.82360595,21.74666,61.3,27.5,5.3844,10.8126,15.265745767000002,42.9084
LSO,2007,13.24382095,21.915365,59.95,28.6,5.2604,10.939,15.329872064499998,43.1988
LSO,2008,13.66320385,22.0838945,58.599999999999994,29.65,5.1353,11.0655,15.4971775025,43.7248
LSO,2009,14.0801512,22.257308,57.3,30.75,5.2969,11.192,14.906254249,44.2775
LSO,2010,14.4978791,22.4385815,55.9,31.8,5.4589,11.3185,14.08512106,45.9339
LSO,2011,14.91953205,22.6251485,54.75,32.8,5.6158,11.4468,13.003954335,46.9891
LSO,2012,15.34616545,22.814848,53.45,33.8,5.7731,11.575,12.635486603,48.0899
LSO,2013,15.782777800000002,23.0021725,52.2,34.75,5.9306,11.2265,12.7288376825,49.2133
LSO,2014,16.2342342,23.1834085,51.099999999999994,35.7,6.0881,11.1749,13.2623113815,50.1988
LSO,2015,16.70426355,23.3633655,49.8,36.65,6.201700000000001,10.9949,13.3094994675,51.2111
LSO,2016,17.1952235,23.541586,48.55,37.55,6.3169,11.0291,13.5424868965,52.3174
LSO,2017,17.70677275,23.7187105,47.25,38.45,6.433400000000001,11.0629,15.264761442,53.0588
LSO,2018,18.2370825,23.901592,45.900000000000006,39.349999999999994,6.5512,10.9519,16.5492096595,53.668600000000005
LSO,2019,18.7868223,24.0938485,44.7,40.25,6.7127,10.8691,16.5492096595,54.1082
LSO,2020,19.35925795,24.2993035,43.3,34.85,6.878399999999999,10.7866,15.961571503999998,54.6275
LSO,2021,19.95212725,24.5168905,42.05,34.85,6.878399999999999,10.7866,11.3269366655,52.9984
LSO,2022,20.56475735,24.7456455,40.599999999999994,34.85,6.878399999999999,10.7866,11.3269366655,52.9726
LTU,2000,19.524026,21.6545755,0.0,31.0,10.7674,14.2553,15.5074124085,72.0061
LTU,2001,19.7358995,22.1112025,0.0,32.3,10.9498,14.837700000000002,15.5074124085,71.5977
LTU,2002,19.97264,22.6112395,0.0,33.55,11.1533,15.4006,16.033656671,71.632
LTU,2003,20.2326635,23.1634065,0.0,34.8,11.3107,15.9376,16.738121934,72.0198
LTU,2004,20.5066875,23.768624000000003,0.0,35.95,11.4576,16.066399999999998,17.260551045,72.0596
LTU,2005,20.788231,24.429170999999997,0.0,37.1,11.6577,16.4721,18.0112603575,71.47720000000001
LTU,2006,21.073737,25.1398365,0.0,38.05,11.7686,16.7491,18.618201957,71.4984
LTU,2007,21.3580355,25.902582,0.0,39.0,11.8657,16.6708,19.0986399135,71.4976
LTU,2008,21.6335765,26.720245499999997,0.0,39.85,12.041,16.7406,18.961698568,72.3524
LTU,2009,21.897235,27.593401,0.0,40.599999999999994,12.0634,16.8257,18.298509342499997,73.11659999999999
LTU,2010,22.1493355,28.517829,0.0,41.3,12.1452,16.6929,18.657613014,73.3117
LTU,2011,22.3902875,29.48636,0.0,41.900000000000006,12.2426,16.7086,19.364479453,73.8577
LTU,2012,22.622741,30.491091500000003,0.0,42.5,12.2388,16.5109,20.3998446,74.145
LTU,2013,22.8501125,31.5259515,0.0,42.95,12.2677,16.4276,20.39859356,74.19460000000001
LTU,2014,23.074861,32.5908915,0.0,43.400000000000006,12.481,16.2807,19.6270940945,74.8109
LTU,2015,23.303261,33.676168000000004,0.0,43.75,12.6273,16.247899999999998,18.6414197805,74.4788
LTU,2016,23.535513,34.7721845,0.0,44.150000000000006,12.7799,16.302699999999998,17.221796986,74.7881
LTU,2017,23.767995,35.8677895,0.0,44.45,12.8613,16.4321,16.287291433,75.4479
LTU,2018,23.998759,36.964236,0.0,44.8,12.962,16.3605,15.6476103775,75.685
LTU,2019,24.230178,38.0584035,0.0,45.099999999999994,13.0626,16.0745,15.6476103775,76.2201
LTU,2020,24.4683835,39.153157,0.0,34.85,13.1633,15.9654,15.978613765,75.0759
LTU,2021,24.715814,40.242846,0.0,34.85,13.1633,15.993,11.3269366655,73.7278
LTU,2022,24.973126,41.32393,0.0,34.85,13.1633,15.993,11.3269366655,74.301
LVA,2000,16.950550999999997,31.2982575,0.0,37.3,14.783,18.0,12.4657601275,69.36216666666667
LVA,2001,17.3377445,31.9253695,0.0,38.55,14.412333333333336,18.0,12.4657601275,69.1825
LVA,2002,17.734896499999998,32.5830685,0.0,39.8,13.868833333333331,17.738666666666667,12.8194088765,69.46016666666667
LVA,2003,18.1378295,33.273415,0.0,41.0,13.309166666666668,17.3695,13.512240541,69.7295
LVA,2004,18.538705,33.9952335,0.0,42.150000000000006,12.915666666666668,17.094166666666666,14.247010921,70.02683333333333
LVA,2005,18.9336475,34.746593000000004,0.0,43.25,12.406833333333331,16.614666666666665,14.887973688,69.88183333333333
LVA,2006,19.3194965,35.526568,0.0,44.3,12.454,16.638833333333334,15.582914301,69.9795
LVA,2007,19.6919135,36.3341125,0.0,45.15,12.427333333333332,16.670833333333334,16.180780244,70.15716666666667
LVA,2008,20.0459435,37.16587,0.0,46.0,12.715666666666666,16.804333333333336,16.002702790500003,71.12400000000001
LVA,2009,20.378598500000003,38.023853,0.0,46.7,12.930833333333334,16.545333333333335,15.555266938,71.83266666666667
LVA,2010,20.69207,38.9030145,0.0,47.4,13.152666666666669,16.550666666666668,14.976628876,72.02999999999999
LVA,2011,20.986123999999997,39.804632999999995,0.0,48.0,12.412666666666668,15.5535,15.0424091605,72.75966666666666
LVA,2012,21.266757,40.715961,0.0,48.55,13.642666666666663,16.782333333333334,15.167079781,73.36283333333334
LVA,2013,21.535747,41.6401075,0.0,48.95,13.875333333333332,17.313666666666666,15.2700672885,73.8665
LVA,2014,21.796893,42.5668355,0.0,49.4,13.6895,17.06233333333333,15.3897210935,74.09833333333334
LVA,2015,22.0572125,43.492536,0.0,49.75,13.703166666666666,17.081999999999997,15.6393177325,74.40183333333333
LVA,2016,22.318365,44.4071275,0.0,50.05,13.772,17.228166666666667,16.2364666255,74.42083333333333
LVA,2017,22.576945,45.304199999999994,0.0,50.35,13.904166666666669,17.407333333333334,16.9559089945,74.59666666666668
LVA,2018,22.831221,46.1826935,0.0,50.65,14.034999999999998,17.467666666666666,17.4282455465,74.79216666666667
LVA,2019,23.0854665,47.046189,0.0,50.9,14.095666666666666,17.453999999999997,17.4282455465,75.32350000000001
LVA,2020,23.345853,47.8942695,0.0,34.85,14.166166666666667,17.418666666666667,17.161149553999998,75.24266666666666
LVA,2021,23.614394500000003,48.730929,0.0,34.85,14.166166666666667,17.464,11.3269366655,73.374
LVA,2022,23.8920355,49.548426,0.0,34.85,14.166166666666667,17.464,11.3269366655,75.71583333333332
MAR,2000,11.2469396,34.2279435,10.85,19.15,3.0764285714285715,8.548142857142858,5.82150939,66.66071428571429
MAR,2001,11.66712175,34.615825,9.9,19.85,3.184285714285714,8.913428571428572,5.82150939,67.03999999999999
MAR,2002,12.09705455,35.008720999999994,9.05,20.65,3.292142857142857,9.340714285714286,5.907853307,67.39342857142857
MAR,2003,12.5312382,35.410579999999996,8.200000000000001,21.549999999999997,3.3999999999999995,9.665571428571427,5.9358057005,67.74742857142857
MAR,2004,12.9683604,35.8066795,7.5,22.450000000000003,3.4947142857142857,9.860857142857142,5.909445826500001,68.063
MAR,2005,13.4058526,36.193241,6.800000000000001,23.4,3.5901428571428573,9.982571428571427,5.9047956735,68.53457142857143
MAR,2006,13.8429421,36.5699575,6.1000000000000005,24.3,3.671,9.987285714285717,5.922979796,68.95742857142857
MAR,2007,14.2848337,36.9261545,5.4,25.15,3.7524285714285712,10.196285714285713,6.0388115455,69.43242857142857
MAR,2008,14.736546099999998,37.2649595,4.95,25.9,3.834142857142857,10.331,6.202417176,69.87542857142857
MAR,2009,15.19644765,37.5837445,4.4,26.6,3.916142857142858,10.499428571428572,6.122619254,70.28457142857143
MAR,2010,15.663789049999998,37.877858,4.0,27.15,3.998285714285714,10.880571428571429,5.961411956,70.65442857142857
MAR,2011,16.138334999999998,38.144027,3.65,27.65,4.210714285714286,11.252142857142855,5.648843431,71.09328571428571
MAR,2012,16.621538,38.364327,3.1999999999999997,28.049999999999997,4.4234285714285715,11.593285714285711,5.5707339065,71.5022857142857
MAR,2013,17.114072,38.5285605,2.95,28.3,4.635857142857143,11.91642857142857,5.372429654,71.94414285714285
MAR,2014,17.619779,38.6295155,2.6500000000000004,28.5,4.848428571428571,12.239714285714284,5.053604985,72.35914285714286
MAR,2015,18.1395815,38.663502,2.4000000000000004,28.55,5.062857142857142,12.562714285714284,4.768133092,72.74028571428572
MAR,2016,18.673706,38.6277065,2.25,28.65,5.189142857142857,12.886142857142858,4.7319463335,73.10371428571429
MAR,2017,19.1962825,38.566768,2.05,28.549999999999997,5.315142857142858,13.209285714285716,5.0575404385,73.47842857142858
MAR,2018,19.7016825,38.519746,1.95,28.549999999999997,5.441285714285714,13.408857142857142,5.606234887499999,73.80371428571428
MAR,2019,20.2023785,38.496454,1.8,28.5,5.567285714285714,13.660142857142857,5.606234887499999,74.08685714285714
MAR,2020,20.7092755,38.489549,1.75,34.85,5.6935714285714285,13.88714285714286,5.7154175335,73.73785714285714
MAR,2021,21.222023,38.498123,1.7000000000000002,34.85,5.6935714285714285,13.996285714285715,11.3269366655,73.85942857142857
MAR,2022,21.7422195,38.511674,1.5,34.85,5.6935714285714285,14.549714285714286,11.3269366655,74.78842857142857
MDA,2000,19.5343525,29.6921135,33.1,26.15,10.365,11.394,14.9910204275,66.40424999999999
MDA,2001,19.863797,30.3379055,29.55,27.15,10.46975,11.323,14.9910204275,66.774
MDA,2002,20.1928505,31.020743,26.0,28.049999999999997,10.57475,11.53975,16.021151879999998,66.92525
MDA,2003,20.5167345,31.743017,22.55,29.0,10.679,11.7325,16.9915764585,67.406
MDA,2004,20.827029,32.505067,19.6,29.85,10.784,11.9285,17.945163594,67.84775
MDA,2005,21.11833,33.3075105,16.6,30.7,10.8885,11.9865,18.162964002499997,68.156
MDA,2006,21.3890235,34.146674,14.15,31.5,11.1475,12.16875,17.8664610175,68.48675
MDA,2007,21.6356655,35.0214925,11.9,32.2,11.407,12.13275,17.2819377575,68.9755
MDA,2008,21.851580499999997,35.928743999999995,10.0,32.8,11.51625,12.05675,16.4711456175,69.4435
MDA,2009,22.0337175,36.8795275,8.35,33.3,11.62375,11.9175,16.052880314,69.64325
MDA,2010,22.184271000000003,37.868871,7.1000000000000005,33.8,11.648,11.82825,16.1179483905,69.4475
MDA,2011,22.303781,38.893415,5.85,34.25,11.72675,11.83625,16.793352185499998,69.30275
MDA,2012,22.3964125,39.94555,5.0,34.6,11.887,11.8255,17.2992017155,69.2735
MDA,2013,22.4652085,41.019596,4.2,34.95,11.87575,11.853,17.033977762,69.2295
MDA,2014,22.5144195,42.118798,3.6,35.25,11.94575,14.0795,16.467551454,69.16125
MDA,2015,22.551638,43.234347,3.0500000000000003,35.5,11.95,14.044,15.8983127105,69.37100000000001
MDA,2016,22.5780385,44.356952500000006,2.6,35.75,11.97725,14.0615,15.7563303035,70.049
MDA,2017,22.5939625,45.4765245,2.25,35.95,12.00475,14.27425,15.863104619999998,70.64925
MDA,2018,22.597894,46.5852635,2.0,36.2,12.032,14.37025,15.9050771965,70.625
MDA,2019,22.5952975,47.6843775,1.75,36.4,12.0075,14.4545,15.9050771965,71.069
MDA,2020,22.592421,48.7731535,1.6,34.85,12.01975,14.5215,15.600670961,70.29825
MDA,2021,22.5937965,49.849892999999994,1.4249999999999998,34.85,12.01975,14.7515,11.3269366655,68.976
MDA,2022,22.601815,50.905748,1.25,34.85,12.01975,14.8875,11.3269366655,68.7505
MDG,2000,1.1131882,19.855116,98.3,6.1,3.3092727272727274,7.348136363636363,4.2334182505,58.02877272727273
MDG,2001,1.1891148,19.998883,98.35,6.35,3.421045454545455,7.513045454545455,4.2334182505,58.66168181818182
MDG,2002,1.27013175,20.143205,98.4,6.65,3.5327272727272727,7.677636363636364,3.672836335,58.98413636363637
MDG,2003,1.35633925,20.2899515,98.45,6.949999999999999,3.6445,7.842318181818182,3.2020386889999997,59.584181818181825
MDG,2004,1.4474585,20.439413,98.5,7.3,3.756272727272727,8.007045454545455,3.001273339,60.24318181818182
MDG,2005,1.5431357,20.5889825,98.55,7.699999999999999,3.7950909090909097,8.171681818181817,2.8358923345,60.66477272727273
MDG,2006,1.6431057999999998,20.734235,98.55,8.05,3.8342272727272726,8.248727272727272,2.7667885435,61.410999999999994
MDG,2007,1.74691155,20.878679,98.65,8.45,3.873,8.520909090909091,2.700639767,61.85363636363636
MDG,2008,1.8539629,21.020532,98.65,8.9,3.911909090909091,8.845318181818183,3.011765246,62.23931818181818
MDG,2009,1.9641379,21.167896,98.65,9.35,3.950954545454545,9.305590909090908,3.1559854985,62.83222727272727
MDG,2010,2.0780436,21.3192485,98.65,9.85,4.0145,9.336590909090908,3.2295188735,62.982
MDG,2011,2.1968854,21.4772085,98.65,10.35,4.077545454545454,9.367909090909093,2.9425489034999996,63.614681818181815
MDG,2012,2.3216814,21.633892,98.65,10.95,4.140318181818182,9.559818181818182,2.8695322450000003,63.67495454545454
MDG,2013,2.45441165,21.790001,98.6,11.5,4.202545454545454,9.643227272727271,2.9815347,64.10431818181819
MDG,2014,2.5969267,21.946513,98.6,12.1,4.264590909090909,9.727363636363636,3.0711669975,64.40845454545455
MDG,2015,2.75111835,22.1018965,98.55,12.75,4.326227272727273,9.863545454545454,3.0806090275,64.503
MDG,2016,2.919063,22.258675500000003,98.45,13.4,4.3875909090909095,9.725727272727273,3.0514494720000003,65.173
MDG,2017,3.10161325,22.414574,98.35,14.15,4.4485909090909095,9.633045454545456,3.106855562,65.28045454545455
MDG,2018,3.29925175,22.5774545,98.3,14.85,4.509272727272727,9.539818181818182,3.102120094,65.46709090909091
MDG,2019,3.5134023,22.7506335,98.15,15.6,4.362636363636363,9.018545454545457,3.102120094,66.04540909090909
MDG,2020,3.74622365,22.938361,98.05,34.85,4.2160909090909096,8.840636363636364,3.0219307675,65.30827272727272
MDG,2021,3.9977271,23.138952,97.9,34.85,4.069954545454546,8.813318181818182,11.3269366655,64.57495454545455
MDG,2022,4.269569,23.353443,97.75,34.85,4.069954545454546,8.813318181818182,11.3269366655,65.321
MDV,2000,6.3762201,38.170594,67.7,16.25,2.970333333333333,11.741666666666667,32.726631655,70.64783333333334
MDV,2001,6.723137400000001,38.8636485,58.85,17.1,2.9743333333333335,11.873,32.726631655,71.94883333333333
MDV,2002,7.0882246,39.583668,49.3,18.0,2.9783333333333335,11.531333333333334,31.473110155,73.05533333333334
MDV,2003,7.47188435,40.32849950000001,39.875,19.05,2.982,11.926833333333333,30.79147742,73.8215
MDV,2004,7.87508615,41.089022,30.85,20.1,2.986166666666667,11.936,28.069051825,73.30116666666667
MDV,2005,8.29841455,41.8650955,23.625,21.2,2.99,11.945333333333332,26.61592179,74.51016666666666
MDV,2006,8.741425549999999,42.6419095,17.575,22.299999999999997,3.2453333333333334,11.9545,26.77114734,74.88816666666666
MDV,2007,9.2011291,43.4123845,13.0,23.4,3.4788333333333337,11.963666666666668,28.34937309,75.44233333333334
MDV,2008,9.67581385,44.17832,9.55,24.4,3.7123333333333335,11.973,28.59560355,76.29666666666667
MDV,2009,10.16254285,44.9347525,7.1499999999999995,25.3,3.9463333333333335,11.982333333333337,27.440195099999997,76.821
MDV,2010,10.66117265,45.686431,5.15,26.049999999999997,4.217833333333333,11.910666666666666,26.141718965,77.45450000000001
MDV,2011,11.17562815,46.4367465,3.8,26.75,4.489333333333334,11.840333333333334,24.65184553,77.96766666666666
MDV,2012,11.70923425,47.184023,2.85,27.4,4.7605,11.771666666666668,23.176894845,78.57233333333333
MDV,2013,12.26538425,47.928399,2.05,27.95,5.031,11.704166666666666,21.89822799,78.99433333333333
MDV,2014,12.846356,48.6676085,1.55,28.450000000000003,5.301666666666667,11.637833333333331,20.43468129,79.40866666666666
MDV,2015,13.45211465,49.399621499999995,1.2000000000000002,28.95,5.571833333333333,11.573166666666664,19.41364378,79.72733333333333
MDV,2016,14.0823995,50.1224725,0.8500000000000001,29.45,5.842,11.5095,18.533149246,79.95183333333334
MDV,2017,14.73304345,50.836532,0.7000000000000001,29.85,6.112166666666667,11.447,18.535437933,80.07033333333334
MDV,2018,15.4000245,51.5438215,0.5,30.35,6.392666666666667,11.455666666666668,18.916664597,80.1405
MDV,2019,16.0836715,52.2501065,0.3999999999999999,30.85,6.686,11.464666666666666,18.916664597,80.2435
MDV,2020,16.785739,52.9515265,0.3,34.85,6.9928333333333335,11.473333333333334,20.77877955,80.002
MDV,2021,17.504990499999998,53.648214,0.2,34.85,6.9928333333333335,11.473333333333334,11.3269366655,80.04533333333333
MDV,2022,18.240153,54.3294565,0.2,34.85,6.9928333333333335,11.473333333333334,11.3269366655,80.96766666666666
MEX,2000,21.380113,34.7690315,27.450000000000003,29.4,6.48159375,11.91571875,13.1780109465,74.04978125
MEX,2001,22.043487,35.306062999999995,26.85,30.25,6.64528125,11.95075,13.1780109465,74.38434375
MEX,2002,22.6919785,35.890251,26.25,31.25,6.80928125,12.28953125,13.05747214,74.65940625
MEX,2003,23.325697,36.5232195,25.9,32.35,6.97334375,12.54746875,13.0223656705,74.86275
MEX,2004,23.950079,37.2032535,25.65,33.5,7.13778125,12.62434375,13.0571102665,74.99534375
MEX,2005,24.568598,37.933433,25.7,34.75,7.34284375,12.680625,13.1406060605,75.0328125
MEX,2006,25.185233,38.707194,25.799999999999997,35.95,7.73396875,12.810875,12.6673223655,75.02040625
MEX,2007,25.808237,39.539987,25.95,37.2,7.7563125,12.95803125,12.1973734275,74.959125
MEX,2008,26.440396999999997,40.451947,26.15,38.45,7.8331875,13.1611875,11.722416814,74.9045625
MEX,2009,27.08666,41.4568915,26.45,39.65,8.02978125,13.2463125,11.5928430685,74.90293750000001
MEX,2010,27.748644,42.575091,26.65,40.900000000000006,7.91075,13.39315625,11.40728013,75.00634375
MEX,2011,28.428535,43.8168555,26.9,42.1,8.15828125,13.4373125,11.0488390505,75.115125
MEX,2012,29.1138365,45.196155,26.9,43.25,8.40590625,13.7049375,10.797806728,75.25834375
MEX,2013,29.794979,46.6934785,27.0,44.3,8.28196875,13.88615625,10.6732714585,75.357625
MEX,2014,30.472347,48.277517,27.0,45.3,8.33521875,14.05703125,10.85184518,75.34940625
MEX,2015,31.1431065,49.91166,26.9,46.25,8.53921875,14.2085,11.136482515,75.16759375
MEX,2016,31.807454,51.571703,26.8,47.150000000000006,8.6363125,14.97425,11.505675451,74.65396875
MEX,2017,32.466300000000004,53.2275705,26.6,47.95,8.77946875,15.15453125,11.7678068825,74.3790625
MEX,2018,33.120813999999996,54.884570499999995,26.35,48.75,8.971,15.22640625,12.077954933,74.25574999999999
MEX,2019,33.7755885,56.53806,26.049999999999997,49.5,9.11553125,15.24940625,12.077954933,74.44325
MEX,2020,34.4390155,58.1846715,25.65,34.85,9.260125,15.1243125,10.5002755105,70.36109375
MEX,2021,35.108252,59.8168995,25.200000000000003,34.85,9.260125,14.8000625,11.3269366655,70.44134375
MEX,2022,35.783251,61.4198385,24.950000000000003,34.85,9.260125,14.8000625,11.3269366655,75.07534375
MKD,2000,16.9020625,41.7481455,48.650000000000006,36.3,6.696,11.6375,8.870608666999999,72.8835
MKD,2001,17.2974915,42.504945500000005,47.0,37.4,6.918,11.726375,8.870608666999999,73.259625
MKD,2002,17.700428000000002,43.283221,45.65,38.6,7.13975,11.723125,9.3693815855,73.17275
MKD,2003,18.1097465,44.069366,44.25,39.7,7.4255,11.702,9.770253503,73.41262499999999
MKD,2004,18.525811500000003,44.8702635,42.75,40.85,7.711375,11.66875,9.9373815505,73.809
MKD,2005,18.948661,45.686528,41.45,41.95,7.997125,11.779625,9.576695356,73.771875
MKD,2006,19.380819,46.5104415,40.15,43.0,8.233875,11.802,9.3411671055,73.939875
MKD,2007,19.821205,47.3502505,39.05,44.0,8.470749999999999,11.8255,9.253704469,73.75874999999999
MKD,2008,20.26738,48.198767,37.85,44.9,8.70775,12.591125,9.205768622,74.3
MKD,2009,20.715566,49.0495545,36.55,45.8,8.945,12.468875,9.194808973,74.39925
MKD,2010,21.165656,49.9129725,35.45,46.7,9.1825,12.379625,9.0612450165,74.711125
MKD,2011,21.6178545,50.7879,34.3,47.55,9.420375,12.426,9.1221258915,74.6925
MKD,2012,22.0771935,51.6680895,33.1,48.3,9.689875,12.491875,9.140102159,74.560125
MKD,2013,22.5446635,52.551561500000005,31.85,49.1,9.95925,12.48625,9.129478698,75.194
MKD,2014,23.0249905,53.440901999999994,30.9,49.849999999999994,10.2285,12.468125,9.123242325,75.176125
MKD,2015,23.524008,54.328054,29.75,50.5,10.4975,12.764625,9.100670821,75.13575
MKD,2016,24.042144,55.205348,28.75,51.150000000000006,10.766375,12.8595,9.202422698,75.0985
MKD,2017,24.572725,56.0657945,27.8,51.75,11.03475,12.954375,9.4105347485,75.454
MKD,2018,25.111692,56.902438,26.75,52.349999999999994,11.303375,12.813625,9.652194935,76.19325
MKD,2019,25.6618365,57.7139465,25.75,52.900000000000006,10.59175,12.58825,9.652194935,76.086375
MKD,2020,26.229249,58.4974705,24.75,34.85,9.8875,12.57625,9.2897561525,73.994375
MKD,2021,26.815617,59.255018500000006,23.85,34.85,9.8875,12.76575,11.3269366655,72.68825
MKD,2022,27.4185015,59.981164,23.2,34.85,9.8875,12.76575,11.3269366655,72.734375
MLI,2000,3.57919725,15.558616999999998,98.9,17.5,1.32425,4.3845,6.79298845,51.34875
MLI,2001,3.9101541,15.6490395,98.9,18.25,1.33975,4.566125,6.79298845,52.0815
MLI,2002,4.25809545,15.743242,98.85,19.0,1.362625,4.91925,6.7616417175,53.17775
MLI,2003,4.6195131,15.844485,98.875,19.799999999999997,1.38425,5.274125,6.6227059605,54.00525
MLI,2004,4.9894089,15.951959,98.8,20.65,1.40475,5.6305000000000005,6.431819862999999,54.808625
MLI,2005,5.3616883,16.0601055,98.8,21.55,1.424,5.98825,6.3872533025,55.429125
MLI,2006,5.7301521,16.167493,98.8,22.45,1.488125,6.347625,6.3893794055,56.2025
MLI,2007,6.08863215,16.2754975,98.8,23.3,1.59975,6.590625,6.4507441145,56.251
MLI,2008,6.4311776,16.3880025,98.8,24.25,1.71125,6.830375,6.4719875155,56.335
MLI,2009,6.754842050000001,16.5091075,98.75,25.15,1.822,7.02575,13.139171227,56.665625
MLI,2010,7.05880355,16.637297500000003,98.75,26.1,1.93275,7.1274999999999995,19.626974335,56.927625
MLI,2011,7.3459122,16.7769415,98.75,27.05,2.04275,7.186625,26.168400615,57.061625
MLI,2012,7.6240178,16.925595,98.75,28.0,1.989875,6.936625,25.22863939,57.154375
MLI,2013,7.9058841,17.084329,98.75,28.950000000000003,1.937375,6.693125,25.18262489,57.209125
MLI,2014,8.20352885,17.250749499999998,98.75,29.85,1.8335,6.817,25.18651022,57.898125
MLI,2015,8.521410450000001,17.4214615,98.75,30.8,1.740125,6.615875,25.68372904,58.5105
MLI,2016,8.8621199,17.596076,98.7,31.8,1.416375,6.64225,25.33551866,59.03075
MLI,2017,9.2250487,17.775599,98.7,32.75,1.54125,6.662625,24.957210385,59.58675
MLI,2018,9.6107951,17.9608,98.65,33.7,1.6635,6.619625,24.868341115,60.0045
MLI,2019,10.01887435,18.158204,98.65,34.650000000000006,1.81475,6.5955,24.868341115,60.27825
MLI,2020,10.4528265,18.3653365,98.55,34.85,1.445625,6.571,28.258230075,59.2365
MLI,2021,10.9099416,18.5861555,98.5,34.85,1.445625,6.571,11.3269366655,59.547625
MLI,2022,11.3868131,18.820289,98.4,34.85,1.445625,6.571,11.3269366655,60.028625
MMR,2000,3.1854082,28.914565,97.5,19.6,2.7109285714285716,8.123571428571429,0.9766486125,60.43978571428572
MMR,2001,3.34152485,29.4000475,97.05,20.55,2.7938571428571426,8.1465,0.9766486125,60.70207142857142
MMR,2002,3.5025141,29.899822,96.45,21.55,2.8770714285714285,8.26842857142857,1.3479122535,61.0125
MMR,2003,3.66775875,30.410324,95.75,22.7,2.9602857142857144,8.390214285714286,1.7178330485000002,61.26871428571428
MMR,2004,3.83718955,30.9291185,94.9,23.85,3.0437857142857143,8.511857142857142,1.7570237525,61.54007142857143
MMR,2005,4.009691,31.451367,94.0,25.05,3.127642857142857,8.6335,1.8123324085,61.89057142857143
MMR,2006,4.1846371,31.9660975,92.9,26.25,3.2274285714285713,8.754857142857142,1.9114438265,62.18592857142857
MMR,2007,4.35974835,32.4625745,91.55,27.299999999999997,3.3275,8.876285714285714,2.0647012685,62.66628571428571
MMR,2008,4.5337546,32.94282,90.0,28.3,3.4280000000000004,9.131785714285714,2.2587631935,56.77357142857143
MMR,2009,4.7053828,33.401449,88.0,29.2,3.5285,9.387214285714284,2.463859254,63.454
MMR,2010,4.8734795,33.834903,85.9,29.9,3.6293571428571423,9.642214285714283,2.721190083,63.62885714285714
MMR,2011,5.04134375,34.244241,83.2,30.549999999999997,3.8282857142857143,9.897071428571428,3.0168262524999996,64.20371428571428
MMR,2012,5.21174615,34.632219,80.125,31.0,4.027642857142857,10.151571428571428,3.289651142,64.44464285714285
MMR,2013,5.3878259,34.996802,76.85,31.5,4.227642857142857,10.405857142857144,3.499170833,65.12178571428572
MMR,2014,5.5724902,35.338128,73.1,31.85,4.428,10.659642857142856,3.652140019,65.364
MMR,2015,5.76733815,35.6640845,69.3,32.2,4.628785714285714,10.913357142857144,3.8614360265,65.87142857142858
MMR,2016,5.9725605,35.9633745,65.1,32.55,4.748142857142858,11.166857142857143,4.169299643,65.99614285714286
MMR,2017,6.1869974999999995,36.2465365,60.8,32.85,5.246642857142858,11.427071428571429,4.486698799,66.15471428571428
MMR,2018,6.4094985,36.5200435,56.8,33.150000000000006,5.745,11.6875,4.9011221085,66.77971428571428
MMR,2019,6.6406002,36.7920725,52.75,33.45,6.2436428571428575,11.966785714285717,4.9011221085,66.92542857142857
MMR,2020,6.88283665,37.064767,48.5,34.85,6.382,12.252642857142858,4.5194369545,67.11328571428571
MMR,2021,7.1366356500000006,37.34252,44.5,34.85,6.382,12.252642857142858,11.3269366655,65.98292857142857
